selling_price,bedrooms_num,bathroom_num,housing_area,parking_area,floor_num,housing_rating,built_area,basement_area,year_built,year_repair,latitude,longitude,sale_data
675000.0,5.0,2.25,2900.0,10300.0,1.0,8.0,1450.0,1450.0,1985,0,47.5461,-122.151,20190702
1000000.0,4.0,2.5,2610.0,3277.0,1.5,8.0,1920.0,690.0,1922,0,47.6636,-122.33,20190722
447500.0,3.0,2.5,2320.0,15024.0,2.0,8.0,2320.0,0.0,1990,0,47.4829,-121.766,20190722
345000.0,4.0,2.5,2040.0,5875.0,2.0,8.0,2040.0,0.0,2004,0,47.5051,-122.17,20191017
275000.0,3.0,2.5,3020.0,5868.0,2.0,7.0,3020.0,0.0,2003,0,47.3361,-122.175,20190801
529941.0,3.0,2.0,1660.0,10000.0,1.0,7.0,1010.0,650.0,1961,0,47.5852,-122.174,20200223
685900.0,3.0,2.5,2290.0,9142.0,1.0,8.0,2290.0,0.0,1972,0,47.691,-122.387,20190807
310000.0,1.0,1.0,920.0,8282.0,1.5,6.0,920.0,0.0,1944,1980,47.761,-122.214,20191216
299000.0,2.0,1.75,1270.0,7800.0,1.0,7.0,890.0,380.0,1981,0,47.4438,-122.134,20200408
630000.0,5.0,2.0,1900.0,5000.0,1.0,8.0,1720.0,180.0,1957,0,47.6735,-122.362,20190715
883000.0,4.0,2.5,2800.0,6874.0,2.0,9.0,2170.0,630.0,1990,0,47.6215,-122.29,20200303
510000.0,4.0,2.25,2450.0,62290.0,2.0,8.0,2450.0,0.0,1976,0,47.7603,-122.074,20190608
448500.0,3.0,2.25,1830.0,7943.0,2.0,8.0,1830.0,0.0,1985,0,47.7466,-122.249,20200320
330000.0,2.0,1.0,880.0,1753.0,2.0,7.0,880.0,0.0,1945,0,47.6475,-122.397,20191008
358000.0,3.0,2.5,1400.0,1529.0,2.0,7.0,1400.0,0.0,2005,0,47.5535,-121.997,20190919
690000.0,5.0,3.5,2690.0,4800.0,2.0,8.0,1930.0,760.0,1919,1984,47.5592,-122.269,20200226
1518630.0,4.0,4.25,3650.0,5328.0,1.5,9.0,2330.0,1320.0,1907,2014,47.638,-122.362,20190714
627000.0,3.0,2.0,2310.0,10525.0,2.0,7.0,2310.0,0.0,1965,0,47.6727,-122.174,20191117
451000.0,4.0,1.75,1680.0,7800.0,1.0,7.0,1330.0,350.0,1966,0,47.6286,-122.118,20191212
453250.0,4.0,2.5,2260.0,6300.0,2.0,7.0,2260.0,0.0,2001,0,47.7235,-121.958,20200505
389000.0,2.0,1.0,850.0,3276.0,1.0,6.0,850.0,0.0,1910,0,47.6742,-122.35,20191013
360000.0,2.0,1.75,1230.0,1107.0,2.0,8.0,1230.0,0.0,2006,0,47.5475,-121.999,20190926
925000.0,5.0,3.5,4050.0,13495.0,1.0,9.0,2230.0,1820.0,1988,0,47.4384,-122.352,20190819
524225.0,4.0,2.5,3056.0,11385.0,2.0,9.0,3056.0,0.0,2014,0,47.2905,-122.264,20200120
319000.0,4.0,2.25,2380.0,7400.0,1.0,8.0,1760.0,620.0,1979,0,47.3555,-122.149,20191121
500000.0,4.0,1.0,1440.0,7100.0,1.5,7.0,1440.0,0.0,1906,0,47.6725,-122.396,20190627
750000.0,5.0,2.5,3240.0,9960.0,1.0,8.0,2020.0,1220.0,1958,0,47.5858,-122.112,20200303
415000.0,4.0,2.5,2230.0,5743.0,2.0,7.0,2230.0,0.0,2002,0,47.7245,-121.957,20190811
1445000.0,4.0,2.5,3200.0,3600.0,3.0,9.0,2600.0,600.0,1997,0,47.632,-122.369,20190807
270000.0,3.0,1.5,1610.0,8375.0,2.0,7.0,1610.0,0.0,1927,0,47.7527,-122.306,20190902
350000.0,3.0,1.75,1250.0,13775.0,1.0,7.0,1250.0,0.0,1990,0,47.4981,-121.772,20190717
659500.0,4.0,3.0,2620.0,18362.0,1.0,8.0,1870.0,750.0,1956,0,47.5646,-122.184,20190619
245000.0,3.0,2.0,1850.0,8208.0,1.0,7.0,1180.0,670.0,1970,0,47.3109,-122.362,20190805
290000.0,3.0,2.0,1310.0,6265.0,1.0,7.0,1310.0,0.0,1988,0,47.3893,-122.051,20200319
430000.0,4.0,2.25,2020.0,4840.0,1.5,8.0,1200.0,820.0,1925,0,47.5576,-122.376,20191211
637000.0,3.0,2.0,1980.0,6000.0,1.0,7.0,1380.0,600.0,1958,0,47.6921,-122.283,20190807
362000.0,5.0,3.0,1810.0,3000.0,2.0,7.0,1810.0,0.0,1998,0,47.5622,-122.291,20190708
495000.0,4.0,3.0,2740.0,2811.0,2.0,8.0,2240.0,500.0,2003,0,47.7738,-122.158,20190815
585000.0,3.0,3.5,1700.0,2197.0,2.0,8.0,1260.0,440.0,2010,0,47.5767,-122.41,20190916
630000.0,4.0,2.0,1770.0,6000.0,2.0,7.0,1770.0,0.0,1911,1981,47.6493,-122.401,20190512
550000.0,3.0,1.0,1130.0,7500.0,1.0,7.0,880.0,250.0,1947,0,47.6973,-122.389,20191210
247200.0,3.0,1.0,1590.0,11200.0,1.0,7.0,1590.0,0.0,1961,0,47.2894,-122.188,20190716
404500.0,2.0,1.0,1270.0,3700.0,1.5,7.0,1270.0,0.0,1909,0,47.5949,-122.307,20191030
455000.0,3.0,1.75,1180.0,14292.0,1.0,7.0,1180.0,0.0,1981,0,47.4818,-121.733,20190618
527500.0,3.0,2.5,1380.0,1389.0,3.0,8.0,1380.0,0.0,2008,0,47.6427,-122.327,20191021
869950.0,4.0,2.75,3140.0,7928.0,2.0,9.0,3140.0,0.0,2013,0,47.5923,-122.058,20191215
535000.0,3.0,1.75,1380.0,3561.0,1.0,7.0,860.0,520.0,1925,0,47.6822,-122.399,20190825
1065500.0,3.0,2.25,2950.0,7232.0,1.0,8.0,1520.0,1430.0,1983,0,47.5257,-122.382,20200420
431000.0,3.0,2.25,1830.0,8831.0,1.0,7.0,1460.0,370.0,1979,0,47.7286,-122.215,20200202
365000.0,2.0,1.0,1250.0,8100.0,1.0,7.0,1250.0,0.0,1947,0,47.7294,-122.329,20190604
270000.0,3.0,2.5,1350.0,1189.0,2.0,7.0,1080.0,270.0,2007,0,47.5218,-122.358,20200324
712000.0,4.0,2.5,3400.0,247421.0,2.0,9.0,3400.0,0.0,2001,0,47.3623,-121.971,20190521
461000.0,3.0,3.25,2770.0,6278.0,2.0,9.0,1980.0,790.0,2006,0,47.5228,-122.199,20190618
468000.0,3.0,2.25,1470.0,5597.0,2.0,7.0,1470.0,0.0,1985,0,47.5674,-122.019,20200414
343000.0,4.0,2.5,2070.0,4500.0,2.0,7.0,2070.0,0.0,2004,0,47.3497,-122.026,20190605
312000.0,2.0,1.0,1160.0,7500.0,1.5,7.0,1160.0,0.0,1916,0,47.6499,-121.916,20191223
675000.0,4.0,2.75,2280.0,3200.0,1.5,8.0,1520.0,760.0,1931,0,47.6709,-122.282,20190912
400000.0,3.0,2.5,2180.0,7508.0,1.0,7.0,1420.0,760.0,1962,0,47.7606,-122.336,20190625
360000.0,4.0,2.0,1630.0,10375.0,1.0,7.0,1630.0,0.0,1968,0,47.7566,-122.073,20190610
399950.0,3.0,2.25,1560.0,11997.0,1.0,7.0,1260.0,300.0,1988,0,47.5378,-121.742,20200314
485000.0,3.0,2.25,2440.0,47916.0,2.0,8.0,2090.0,350.0,1991,0,47.6347,-121.958,20190701
830000.0,4.0,2.75,2090.0,13500.0,1.0,8.0,2090.0,0.0,1949,0,47.573,-122.225,20200327
500000.0,3.0,1.75,1540.0,10800.0,1.0,6.0,770.0,770.0,1947,0,47.5763,-122.222,20190616
1583000.0,4.0,4.0,5610.0,11063.0,3.0,11.0,4750.0,860.0,2006,0,47.65,-122.065,20200424
800000.0,4.0,2.25,2010.0,7200.0,1.0,8.0,1010.0,1000.0,1950,0,47.5591,-122.267,20191017
810000.0,4.0,2.5,3520.0,15420.0,2.0,10.0,3520.0,0.0,1991,0,47.6375,-122.016,20191001
358500.0,2.0,1.75,1400.0,865.0,2.0,8.0,1110.0,290.0,2005,0,47.5478,-121.999,20200128
259875.0,5.0,2.5,2200.0,6250.0,2.0,7.0,2200.0,0.0,1996,0,47.3675,-122.021,20200306
334000.0,2.0,1.0,900.0,1818.0,2.0,7.0,900.0,0.0,1945,0,47.6485,-122.397,20200326
249500.0,4.0,1.5,2120.0,8554.0,1.0,7.0,1170.0,950.0,1977,0,47.2933,-122.195,20200211
722500.0,4.0,3.5,2600.0,5100.0,2.0,8.0,1820.0,780.0,2003,0,47.6948,-122.395,20190918
323000.0,3.0,1.75,2100.0,14850.0,1.0,7.0,2100.0,0.0,1963,0,47.3622,-122.059,20190908
660000.0,4.0,2.5,2290.0,9120.0,2.0,8.0,2290.0,0.0,1977,0,47.5613,-122.128,20191107
1599950.0,5.0,4.5,5130.0,43123.0,2.0,11.0,5130.0,0.0,1996,0,47.544,-122.126,20191003
522000.0,4.0,2.25,1800.0,8623.0,1.0,8.0,1360.0,440.0,1980,0,47.692,-122.184,20190512
710000.0,4.0,2.75,2710.0,41811.0,1.5,8.0,1690.0,1020.0,1995,0,47.5836,-122.046,20190903
274000.0,3.0,1.5,1450.0,4694.0,2.0,7.0,1450.0,0.0,2011,0,47.3654,-122.021,20190811
319000.0,4.0,3.25,2360.0,8344.0,2.0,8.0,2360.0,0.0,1990,0,47.4403,-122.126,20200316
482500.0,3.0,2.5,1690.0,3068.0,2.0,7.0,1690.0,0.0,2005,0,47.6763,-122.028,20200105
734000.0,4.0,2.75,3090.0,7650.0,2.0,8.0,2340.0,750.0,1959,1989,47.3622,-122.157,20190923
650000.0,3.0,2.5,3060.0,7831.0,2.0,9.0,3060.0,0.0,2004,0,47.5401,-121.861,20190820
760000.0,4.0,2.5,3520.0,8095.0,2.0,9.0,3520.0,0.0,2006,0,47.7065,-122.109,20200502
818000.0,3.0,3.25,2200.0,4800.0,2.0,7.0,1910.0,290.0,1943,1996,47.6551,-122.353,20200428
425000.0,2.0,1.0,910.0,4635.0,1.0,6.0,910.0,0.0,1905,0,47.675,-122.393,20190609
345000.0,5.0,2.5,2450.0,6994.0,2.0,8.0,2450.0,0.0,2002,0,47.3572,-122.192,20190702
460000.0,3.0,2.5,1690.0,5131.0,1.0,7.0,1690.0,0.0,1941,1998,47.5234,-122.38,20190918
965000.0,4.0,3.25,5010.0,49222.0,2.0,9.0,3710.0,1300.0,1978,0,47.5489,-122.092,20191010
400000.0,3.0,1.5,1330.0,9900.0,1.0,7.0,1330.0,0.0,1956,0,47.7167,-122.233,20191027
933000.0,3.0,1.5,1870.0,3300.0,2.0,7.0,1870.0,0.0,1906,0,47.6221,-122.325,20191126
411800.0,4.0,2.25,2190.0,6800.0,1.0,7.0,1340.0,850.0,1969,0,47.7367,-122.195,20191222
475000.0,4.0,2.25,1800.0,7200.0,1.0,7.0,1230.0,570.0,1979,0,47.7717,-122.376,20200326
630000.0,4.0,2.5,2740.0,43101.0,2.0,9.0,2740.0,0.0,1993,0,47.7649,-122.049,20190528
450000.0,3.0,1.0,1350.0,92721.0,1.0,6.0,1200.0,150.0,1946,0,47.4657,-122.198,20200504
675000.0,4.0,2.5,2990.0,5400.0,2.0,8.0,2990.0,0.0,2005,0,47.6122,-122.009,20200422
280000.0,3.0,2.5,1550.0,4486.0,2.0,7.0,1550.0,0.0,2000,0,47.3299,-122.269,20200507
950000.0,4.0,1.75,3100.0,21303.0,1.0,9.0,3100.0,0.0,1962,0,47.5847,-122.081,20190913
319990.0,4.0,2.5,2120.0,5293.0,2.0,7.0,2120.0,0.0,2003,0,47.4217,-122.201,20191215
207000.0,4.0,2.5,2100.0,19680.0,1.5,6.0,2100.0,0.0,1914,0,47.4787,-122.23,20191006
700000.0,3.0,1.75,2100.0,5000.0,1.5,8.0,2100.0,0.0,1916,0,47.6776,-122.36,20191110
253000.0,3.0,2.0,1490.0,7651.0,1.0,7.0,1490.0,0.0,1988,0,47.3211,-122.325,20200505
552000.0,3.0,1.0,1430.0,5000.0,1.0,6.0,1080.0,350.0,1919,0,47.6724,-122.296,20190523
721000.0,2.0,1.5,1790.0,4250.0,1.0,7.0,920.0,870.0,1915,2014,47.6367,-122.301,20190924
349000.0,4.0,2.5,2280.0,4096.0,2.0,7.0,2280.0,0.0,2003,0,47.4834,-122.182,20190722
665000.0,3.0,2.5,3136.0,54450.0,1.5,8.0,3136.0,0.0,1910,0,47.3999,-122.472,20190725
267000.0,3.0,2.5,2495.0,4400.0,2.0,8.0,2495.0,0.0,2007,0,47.288,-122.283,20190528
552000.0,2.0,1.0,1150.0,5000.0,1.0,7.0,1050.0,100.0,1924,0,47.6846,-122.317,20190911
500000.0,4.0,3.0,2570.0,9104.0,2.0,7.0,2570.0,0.0,1930,0,47.5821,-122.401,20200327
384000.0,3.0,2.25,1430.0,800.0,2.0,8.0,1140.0,290.0,2011,0,47.5477,-122.388,20190730
439950.0,3.0,1.75,1720.0,223377.0,1.0,7.0,1240.0,480.0,1950,0,47.7329,-121.92,20200225
628000.0,4.0,2.0,2280.0,6010.0,1.0,7.0,1140.0,1140.0,1900,0,47.6034,-122.289,20190504
719000.0,4.0,2.75,2210.0,3400.0,1.5,7.0,1470.0,740.0,1926,0,47.6826,-122.311,20190929
528000.0,2.0,1.0,1260.0,5100.0,1.5,7.0,1120.0,140.0,1925,0,47.6805,-122.384,20191119
820000.0,4.0,2.75,3540.0,13515.0,2.0,10.0,3540.0,0.0,1998,0,47.5945,-121.982,20191208
324500.0,3.0,2.5,1660.0,3990.0,2.0,7.0,1660.0,0.0,2009,0,47.5298,-122.268,20190605
538888.0,5.0,2.75,2080.0,13189.0,2.0,8.0,2080.0,0.0,1987,0,47.6288,-122.031,20190531
606000.0,3.0,2.0,1980.0,7680.0,1.5,6.0,1070.0,910.0,1911,0,47.6839,-122.195,20200304
175000.0,2.0,1.0,670.0,2378.0,1.0,5.0,670.0,0.0,1919,0,47.5769,-122.372,20190604
194820.0,3.0,1.5,1100.0,32700.0,1.0,7.0,1100.0,0.0,1967,0,47.3186,-122.289,20191121
477500.0,5.0,3.5,2815.0,5619.0,2.0,9.0,2815.0,0.0,2012,0,47.4299,-122.207,20200416
123000.0,2.0,1.0,1050.0,6600.0,1.5,6.0,1050.0,0.0,1964,0,47.4828,-122.324,20190702
376000.0,3.0,2.0,1540.0,1827.0,2.0,8.0,1540.0,0.0,2005,0,47.5479,-121.999,20191229
970000.0,5.0,3.5,3400.0,9804.0,2.0,9.0,2550.0,850.0,2008,0,47.543,-122.266,20191022
550000.0,3.0,1.5,1730.0,5750.0,1.0,7.0,1250.0,480.0,1947,0,47.5645,-122.397,20190909
680000.0,4.0,2.5,3490.0,3677.0,2.0,9.0,2850.0,640.0,2007,0,47.774,-122.162,20200409
230000.0,2.0,1.0,720.0,5913.0,1.0,6.0,720.0,0.0,1920,0,47.5447,-122.27,20191229
194000.0,3.0,1.0,1400.0,7955.0,1.0,7.0,1400.0,0.0,1964,0,47.4848,-122.221,20190925
652000.0,3.0,2.0,2130.0,5000.0,1.5,7.0,1330.0,800.0,1925,0,47.6746,-122.362,20191002
475000.0,4.0,2.5,2500.0,4500.0,2.0,7.0,2500.0,0.0,2010,0,47.4928,-122.149,20200413
736000.0,3.0,2.25,2470.0,11603.0,2.0,8.0,1540.0,930.0,1988,0,47.6569,-122.123,20200324
325000.0,1.0,0.75,410.0,8636.0,1.0,4.0,410.0,0.0,1953,0,47.5077,-122.357,20200130
555000.0,5.0,3.0,3640.0,6930.0,2.0,8.0,3640.0,0.0,2004,0,47.3521,-122.012,20190626
546000.0,2.0,1.0,1657.0,5031.0,2.0,7.0,1657.0,0.0,1910,0,47.5699,-122.389,20191104
332544.0,2.0,1.75,1710.0,4187.0,1.0,7.0,1710.0,0.0,1987,0,47.4732,-122.188,20191020
641500.0,1.0,1.0,1000.0,9084.0,1.0,7.0,1000.0,0.0,1950,0,47.5007,-122.382,20200310
700000.0,4.0,2.5,3040.0,7200.0,2.0,9.0,3040.0,0.0,2008,0,47.7747,-122.366,20200114
333000.0,5.0,1.75,1240.0,8936.0,1.0,7.0,1240.0,0.0,1954,0,47.5738,-122.136,20191118
585888.0,3.0,2.0,1490.0,7431.0,1.0,7.0,1490.0,0.0,1966,0,47.6697,-122.162,20200421
305000.0,3.0,1.0,1120.0,10125.0,1.0,6.0,1120.0,0.0,1961,0,47.4794,-122.078,20200422
363000.0,2.0,1.0,1120.0,4800.0,1.0,7.0,770.0,350.0,1926,0,47.5669,-122.372,20191209
342500.0,2.0,1.5,1320.0,826.0,2.0,8.0,1100.0,220.0,2008,0,47.5879,-122.304,20190710
575000.0,3.0,2.0,1520.0,5000.0,1.5,7.0,1140.0,380.0,1945,0,47.6733,-122.389,20200223
750000.0,3.0,2.5,2620.0,43832.0,2.0,8.0,2620.0,0.0,2013,0,47.655,-122.009,20190718
275000.0,3.0,2.0,1380.0,3500.0,2.0,7.0,1380.0,0.0,1971,0,47.5558,-122.27,20190905
325000.0,3.0,1.5,1270.0,1067.0,3.0,8.0,1270.0,0.0,2009,0,47.7236,-122.353,20191003
470000.0,5.0,1.75,2030.0,12342.0,2.0,7.0,2030.0,0.0,1942,0,47.6417,-122.109,20190827
680000.0,3.0,1.75,1870.0,4320.0,1.0,7.0,970.0,900.0,1920,0,47.6663,-122.357,20200327
350000.0,4.0,1.75,2250.0,13515.0,1.0,8.0,2150.0,100.0,1940,0,47.3789,-122.229,20190508
210000.0,3.0,1.5,1250.0,9484.0,1.0,7.0,1250.0,0.0,1969,0,47.3675,-122.147,20190905
268500.0,2.0,1.5,1290.0,1749.0,1.0,8.0,660.0,630.0,1969,0,47.6118,-122.116,20191219
875909.0,4.0,2.5,3610.0,13292.0,2.0,10.0,3610.0,0.0,1996,0,47.5868,-121.974,20200413
317500.0,4.0,2.5,2150.0,9000.0,1.0,7.0,1360.0,790.0,1979,0,47.4785,-122.16,20190811
760000.0,3.0,2.5,4040.0,147856.0,2.0,9.0,4040.0,0.0,2004,0,47.2711,-122.067,20191028
318000.0,3.0,1.5,1240.0,983.0,3.0,8.0,1240.0,0.0,2009,0,47.7235,-122.353,20200213
1610000.0,5.0,4.5,6085.0,142725.0,3.0,11.0,6085.0,0.0,2000,0,47.6085,-121.952,20190828
243500.0,4.0,2.5,1980.0,7403.0,2.0,7.0,1980.0,0.0,1988,0,47.2897,-122.372,20190522
430000.0,3.0,2.5,1690.0,1310.0,2.0,8.0,1140.0,550.0,2004,0,47.5404,-122.387,20200226
862000.0,4.0,2.25,2220.0,4200.0,1.5,8.0,1310.0,910.0,1932,0,47.6418,-122.394,20200409
230000.0,6.0,1.5,1810.0,4838.0,1.5,5.0,1050.0,760.0,1905,0,47.4874,-122.202,20191230
313500.0,3.0,2.25,1440.0,3488.0,2.0,7.0,1440.0,0.0,1983,0,47.7257,-122.162,20190807
392500.0,3.0,1.0,1100.0,7650.0,1.0,7.0,1100.0,0.0,1952,0,47.7219,-122.354,20200413
402000.0,3.0,1.5,1450.0,7375.0,1.0,7.0,1010.0,440.0,1968,0,47.7212,-122.179,20190617
478000.0,3.0,1.0,1440.0,7107.0,1.0,7.0,1000.0,440.0,1980,0,47.6968,-122.124,20200320
1000000.0,4.0,2.0,1780.0,15648.0,1.5,8.0,1780.0,0.0,1918,0,47.5849,-122.198,20190729
510000.0,5.0,3.25,3400.0,4499.0,2.0,8.0,2740.0,660.0,2005,0,47.5385,-121.88,20200216
229500.0,3.0,1.0,1230.0,6000.0,1.0,7.0,1230.0,0.0,1967,0,47.3256,-122.209,20190707
347000.0,3.0,1.75,1330.0,7848.0,1.0,8.0,1330.0,0.0,1978,0,47.4463,-122.127,20200407
550000.0,3.0,3.5,1450.0,1091.0,2.0,8.0,1200.0,250.0,2007,0,47.6475,-122.359,20200418
595000.0,2.0,1.75,1280.0,8500.0,1.0,7.0,1280.0,0.0,1953,2010,47.6553,-122.19,20191029
231000.0,4.0,2.0,1530.0,6375.0,2.0,7.0,1530.0,0.0,1942,1983,47.4692,-122.162,20190529
1099500.0,4.0,2.0,2580.0,6000.0,1.0,9.0,1300.0,1280.0,1950,0,47.6514,-122.413,20190603
275500.0,2.0,1.0,720.0,11400.0,1.0,6.0,720.0,0.0,1951,0,47.7641,-122.341,20190627
145000.0,3.0,1.0,1010.0,5490.0,1.0,6.0,1010.0,0.0,1954,0,47.4762,-122.293,20190529
154500.0,3.0,1.0,890.0,9465.0,1.0,6.0,890.0,0.0,1957,0,47.4388,-122.328,20190924
552500.0,3.0,2.25,2700.0,4025.0,2.0,8.0,1760.0,940.0,1907,0,47.6074,-122.294,20190723
249950.0,3.0,1.5,1450.0,6875.0,1.0,7.0,1450.0,0.0,1961,0,47.4205,-122.316,20200323
335000.0,2.0,2.0,1350.0,2560.0,1.0,8.0,1350.0,0.0,1976,0,47.6344,-122.107,20190502
215000.0,3.0,1.0,1690.0,7700.0,1.0,7.0,1690.0,0.0,1969,0,47.3444,-122.304,20191119
294000.0,5.0,2.75,2300.0,7600.0,1.0,7.0,1400.0,900.0,1969,0,47.3084,-122.372,20191030
1538000.0,3.0,2.25,2880.0,7599.0,1.0,9.0,1710.0,1170.0,1958,2002,47.6938,-122.215,20190617
446000.0,2.0,1.5,1370.0,1221.0,2.0,8.0,1080.0,290.0,2008,0,47.6039,-122.307,20190626
485000.0,3.0,2.5,2270.0,7887.0,2.0,8.0,2270.0,0.0,2004,0,47.5326,-121.855,20190915
218000.0,3.0,1.0,1020.0,7874.0,1.0,7.0,1020.0,0.0,1956,0,47.5175,-122.346,20190521
239900.0,4.0,1.0,1000.0,7134.0,1.0,6.0,1000.0,0.0,1943,0,47.4897,-122.24,20191229
1780000.0,4.0,3.25,3950.0,10912.0,2.0,10.0,3950.0,0.0,2003,0,47.5877,-122.196,20200429
930000.0,4.0,4.25,5710.0,24663.0,2.0,11.0,5710.0,0.0,2007,0,47.3065,-122.158,20191103
163500.0,2.0,1.5,1050.0,3419.0,2.0,7.0,1050.0,0.0,1996,0,47.3848,-122.039,20190723
690000.0,3.0,2.0,1610.0,5100.0,1.5,8.0,1610.0,0.0,1940,0,47.6825,-122.307,20190519
675000.0,4.0,2.0,1890.0,5188.0,1.5,7.0,1670.0,220.0,1940,0,47.6633,-122.287,20190819
405000.0,3.0,1.0,1250.0,7280.0,1.0,7.0,1250.0,0.0,1975,0,47.6986,-122.129,20200106
960000.0,4.0,3.0,4590.0,9150.0,2.0,10.0,3490.0,1100.0,1981,0,47.7234,-122.372,20190603
449228.0,5.0,2.5,3020.0,24750.0,1.0,8.0,1650.0,1370.0,1965,0,47.5897,-122.179,20200327
375000.0,4.0,2.0,1790.0,61419.0,2.0,7.0,1790.0,0.0,1988,0,47.7216,-121.907,20200402
253000.0,3.0,1.5,880.0,6600.0,1.0,6.0,880.0,0.0,1945,0,47.5002,-122.247,20190617
920000.0,4.0,2.75,3140.0,9085.0,1.0,8.0,1570.0,1570.0,1961,0,47.5675,-122.16,20190908
632000.0,3.0,2.25,2730.0,7521.0,2.0,9.0,2730.0,0.0,1992,0,47.7704,-122.196,20200317
695000.0,3.0,3.75,2380.0,3600.0,1.5,7.0,1690.0,690.0,1927,0,47.6374,-122.307,20190905
590000.0,4.0,2.5,2240.0,9385.0,2.0,8.0,2240.0,0.0,1991,0,47.7125,-122.332,20191016
329500.0,3.0,2.5,2120.0,22482.0,1.0,7.0,1360.0,760.0,1979,0,47.341,-122.265,20200428
352450.0,3.0,2.0,1430.0,6000.0,1.0,7.0,1430.0,0.0,1945,0,47.7564,-122.316,20190619
477000.0,3.0,2.5,1350.0,2053.0,3.0,8.0,1350.0,0.0,2005,0,47.6758,-122.386,20190519
210000.0,2.0,1.0,970.0,8874.0,1.0,7.0,970.0,0.0,1968,0,47.4943,-122.178,20191124
457000.0,4.0,2.5,2200.0,10800.0,1.0,8.0,1500.0,700.0,1964,0,47.7711,-122.288,20200415
1245000.0,5.0,2.5,3370.0,8113.0,2.0,9.0,3370.0,0.0,2005,0,47.5812,-122.196,20191215
452000.0,3.0,2.25,2600.0,14810.0,1.0,8.0,1490.0,1110.0,1956,0,47.4326,-122.341,20190805
594000.0,4.0,2.75,2720.0,4613.0,2.0,9.0,2720.0,0.0,2005,0,47.7352,-122.223,20190625
750000.0,4.0,2.5,2540.0,6491.0,2.0,8.0,2540.0,0.0,1997,0,47.6363,-122.117,20200206
395000.0,4.0,2.75,1970.0,37026.0,1.0,8.0,1970.0,0.0,1961,0,47.4375,-122.446,20190709
1130000.0,4.0,3.5,4300.0,8406.0,2.0,11.0,3580.0,720.0,1987,0,47.5396,-122.214,20191021
